"agency","Program Name","key","value","title","Fiscal_Year"
"CNCS","AmeriCorps State and National","cyp28","2.7711549736174","[cyp28]Calculated: What is the Improper Payment Rate? (Unit- Percentage)","2021"
"CNCS","AmeriCorps State and National","cyp28","4.4037284680236","[cyp28]Calculated: What is the Improper Payment Rate? (Unit- Percentage)","2023"
"CNCS","AmeriCorps State and National","cyp5_cup2","0.0","[cyp5_cup2]What is the dollar amount of underpayments that occurred because of an inability to Access the Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2024"
"CNCS","AmeriCorps State and National","cyp29","8.4088600671927","[cyp29]Calculated: What is the Improper Payment and Unknown Payment Rate? (Unit- Percentage)","2022"
"CNCS","AmeriCorps State and National","cyp7","15.7","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2022"
"CNCS","AmeriCorps State and National","rnp3","The agency had reductions in improper payments from FY19 to FY20 due to agency-wide corrective action for its largest rate driver, NSCHC. The agency did see an increase in rates from FY20 to FY21. The agency's planned corrective actions are more aggressive and comprehensive than they have been in the past in order to prioritize the reduction of non-NSCHC improper payments and unknown payments. The accountable officials and those that own portions of the corrective action plan will now meet every other month to assess progress. ","[rnp3]Provide a minimum of 6-9 sentences describing how the level of planned or completed actions (in the corrective action plan) addresses the causes of the Improper Payments and Unknown Payments and is proportional to the severity of the associated amount and rate of the root cause.  (Unit- Free-Text)","2021"
"CNCS","AmeriCorps State and National","cyp6","0.0","[cyp6]What is the dollar amount of Technically Improper Payments? (Unit- $M)","2024"
"CNCS","AmeriCorps State and National","cyp3","11.876","[cyp3]What is the dollar amount of Overpayments Outside of the agency's control? (Unit- $M)","2023"
"CNCS","AmeriCorps State and National","cyp7","12.340","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2023"
"CNCS","AmeriCorps State and National","rnp3","The improper payments reported are made that the grantee level. The improper payments are not made at the agency level and largely do not represent monetary loss to the government. The majority are unknown payments for which the agency’s grantees are unable to provide sufficient support documentation to determine if the payment was proper or improper. Since the agency does not have direct control over the payments, it is implanting updated, comprehensive trainings to ensure the grantees have the requisite knowledge to appropriately support their payments. The agency has elevated the reduction of improper payments to be a key performance indicator in its strategic plan.","[rnp3]Provide a minimum of 6-9 sentences describing how the level of planned or completed actions (in the corrective action plan) addresses the causes of the Improper Payments and Unknown Payments and is proportional to the severity of the associated amount and rate of the root cause.  (Unit- Free-Text)","2022"
"CNCS","AmeriCorps State and National","cyp7_app1_8","Training,Change Process","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","2024"
"CNCS","National Service Trust","app3_1","•	AmeriCorps had previously established a Payment Integrity Corrective Action Plan working group. This group will be revived in FY 2025 analyzing the latest payment integrity results and determining the best actions to reduce rates. Additionally, AmeriCorps has developed an internal control for grantees trainings that will be required in the FY 2025 terms and conditions.","[app3_1]Provide a minimum of 2-5 sentences describing the Training corrective action(s) PLANNED. (Unit Free-Text)","2024"
"CNCS","AmeriCorps State and National","cyp3_cop4","0","[cyp3_cop4]What is the dollar amount of overpayments outside of the agency's control that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2023"
"CNCS","AmeriCorps State and National","rap5","As part of its strategic plan, AmeriCorps is prioritizing effective stewardship of federal resources. This goal includes the objective of reducing the agency’s improper payments via five-pronged approach. Via the strategic plan that agency is committing resources – human capital, internal controls, and information systems, to reduce improper payments.","[rap5]Provide a minimum of 2-4 sentences elaborating on whether the agency has what is needed with respect to internal controls, human capital and information system and other infrastructure to reduce improper payments and unknown payments to the tolerable rate (i.e., a level below which further expenditures to reduce improper payments would cost more than the amount those expenditures would save in prevented or recovered improper payments). (Unit- Free-text)","2022"
"CNCS","AmeriCorps State and National","cyp29","8.9447169609968","[cyp29]Calculated: What is the Improper Payment and Unknown Payment Rate? (Unit- Percentage)","2023"
"CNCS","AmeriCorps State and National","cyp8","The AmeriCorps Payment Integrity Assessment uses documentation submitted by grantees to support the selected federal expenses charged against the grant. There are situations where the grantee is unable to provide the required documentation to support the payment or the documentation provided is insufficient. In these situations, had the grantee been able to provide the missing documentation or adequately documented information a determination regarding the payment as either proper or improper could have been made.","[cyp8]Provide a minimum of 3-5 sentences explaining why the payments are unknown. (Unit- Free-Text)","2023"
"CNCS","AmeriCorps State and National","cyp8","The AmeriCorps Payment Integrity Assessment uses documentation submitted by grantees to support the selected federal expenses charged against the grant. There are situations where the grantee is unable to provide the required documentation to support the payment or the documentation provided is insufficient. In these situations, had the grantee been able to provide the missing documentation or adequately documented information a determination regarding the payment as either proper or improper could have been made.","[cyp8]Provide a minimum of 3-5 sentences explaining why the payments are unknown. (Unit- Free-Text)","2024"
"CNCS","AmeriCorps State and National","cyp3_cop5","0.0","[cyp3_cop5]What is the dollar amount of overpayments outside of the agency's control that occurred because of an inability to Access the Data/Information Needed to validate payment prior to making a payment? (Unit- $M)","2024"
"CNCS","AmeriCorps State and National","cyp8","These payments are unknown because the documentation that is used to establish eligibility was either not available during the assessment period or was not made available until after the payment was made.","[cyp8]Provide a minimum of 3-5 sentences explaining why the payments are unknown. (Unit- Free-Text)","2021"
"CNCS","AmeriCorps State and National","cyp3_cop4","0.0","[cyp3_cop4]What is the dollar amount of overpayments outside of the agency's control that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2024"
"CNCS","AmeriCorps State and National","rnp3","The agency is committed to the compliance with the Payment Integrity Information Act of 2019 as demonstrated by the agency elevating the reduction of improper payments to be a key performance indicator in its strategic plan. 

The improper payments reported are made at the grantee level. The improper payments are not made at the agency level and largely do not represent a monetary loss to the government. The majority are unknown payments for which the agency’s grantees are unable to provide sufficient support documentation to determine if the payment was proper or improper. Since the agency does not have direct control over the payments, it has implemented updated training to ensure the grantees have the requisite knowledge to appropriately support their payments. The agency also provided resolution packets to grantees at the conclusion of the FY 2022 assessment, linking specific root cause drivers of improper payments to the corresponding applicable statute, regulation, and available training. This will continue for the FY 2023 assessment. In addition, AmeriCorps will assess the current training in the coming months to update as needed.
","[rnp3]Provide a minimum of 6-9 sentences describing how the level of planned or completed actions (in the corrective action plan) addresses the causes of the Improper Payments and Unknown Payments and is proportional to the severity of the associated amount and rate of the root cause.  (Unit- Free-Text)","2023"
"CNCS","AmeriCorps State and National","rap6","AmeriCorps did not request additional resources in its most recent budget submission to reduce improper payments.","[rap6]Provide a minimum of 2-4 sentences describing the resources requested in the most recent budget submission of the agency to establish and maintain payment integrity. (Unit- Free-Text)","2023"
"CNCS","AmeriCorps State and National","cyp5",".095","[cyp5]What is the dollar amount of Underpayments? (Unit- $M)","2022"
"CNCS","AmeriCorps State and National","cyp30","33.791","[cyp30]Calculated: What is the Improper Payment and Unknown Payment dollar amount? (Unit- $M)","2024"
"CNCS","AmeriCorps State and National","rnp4","The agency implemented an improper payment reduction corrective action plan group to develop actions to reduce the improper payments and this group will be reinstated in FY 2025. This group consisted of representatives from offices across the agency. Through root cause analysis and corrective action plan development, the agency is assessing where additional controls may be necessary to reduce improper payments. The improper payments reported for the agency are made at the grantee level, therefore the agency is developing an internal control training to strengthen the control environment at the grantee level. Executive managers, programs, and other staff contribute to improper payment corrective action planning. Reduction in improper payments may be included in performance conversations for those accountable for the reduction.","[rnp4]Provide a minimum of 6-8 sentences describing the steps taken to ensure that executive managers, programs, and where appropriate, States and local governments are held accountable through annual performance appraisal criteria for meeting applicable reduction targets, preventing improper payments, and promptly detecting and recovering overpayments. (Unit- Free-Text)","2024"
"CNCS","National Service Trust","cyp26","0","[cyp26]Calculated: What is the Non-Monetary Loss dollar amount? (Unit- $M)","2024"
"CNCS","AmeriCorps State and National","cyp8","The AmeriCorps Payment Integrity Assessment utilizes documentation submitted by grantees to support the selected federal expenses charged against the grant. There are situations where the grantee is unable to provide the required documentation to support the payment or the documentation provided is insufficient. In these situations, had the grantee been able to provide the missing documentation or adequately documented information a determination regarding the payment as either proper or improper could have been made.","[cyp8]Provide a minimum of 3-5 sentences explaining why the payments are unknown. (Unit- Free-Text)","2022"
"CNCS","AmeriCorps State and National","cyp5_cup1","0","[cyp5_cup1]What is the dollar amount of underpayments that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2023"
"CNCS","National Service Trust","cyp2","0.0","[cyp2]What is the dollar amount of Overpayments within the agency's control? (Unit - $M)","2024"
"CNCS","National Service Trust","rnp4","The agency implemented an improper payment reduction corrective action plan group to develop actions to reduce the improper payments and this group will be reinstated in FY 2025. This group consisted of representatives from offices across the agency. Through root cause analysis and corrective action plan development, the agency is assessing where additional controls may be necessary to reduce improper payments. The improper payments reported for the agency are made at the grantee level, therefore the agency is developing an internal control training to strengthen the control environment at the grantee level. Executive managers, programs, and other staff contribute to improper payment corrective action planning. Reduction in improper payments may be included in performance conversations for those accountable for the reduction.","[rnp4]Provide a minimum of 6-8 sentences describing the steps taken to ensure that executive managers, programs, and where appropriate, States and local governments are held accountable through annual performance appraisal criteria for meeting applicable reduction targets, preventing improper payments, and promptly detecting and recovering overpayments. (Unit- Free-Text)","2024"
"CNCS","AmeriCorps State and National","cyp3","5.73","[cyp3]What is the dollar amount of Overpayments Outside of the agency's control? (Unit- $M)","2022"
"CNCS","AmeriCorps State and National","rnp3","The agency is committed to the compliance with PIIA as demonstrated by the agency elevating the reduction of improper payments to be a key performance indicator in its strategic plan. 

The improper payments reported in ASN and FGP are made that the grantee level. The improper payments in ASN and FGP are not made at the agency level and largely do not represent monetary loss to the government. The majority are unknown payments for which the agency’s grantees are unable to provide sufficient support documentation to determine if the payment was proper or improper. Since the agency does not have direct control over the payments, it has implemented updated trainings to ensure the grantees have the requisite knowledge to appropriately support their payments.
","[rnp3]Provide a minimum of 6-9 sentences describing how the level of planned or completed actions (in the corrective action plan) addresses the causes of the Improper Payments and Unknown Payments and is proportional to the severity of the associated amount and rate of the root cause.  (Unit- Free-Text)","2024"
"CNCS","National Service Trust","cyp5","0.0","[cyp5]What is the dollar amount of Underpayments? (Unit- $M)","2024"
"CNCS","National Service Trust","cyp28","0.0","[cyp28]Calculated: What is the Improper Payment Rate? (Unit- Percentage)","2024"
"CNCS","National Service Trust","cyp21","0","[cyp21]Calculated: What is the Overpayment dollar amount? (Unit- $M)","2024"
"CNCS","The Foster Grandparent Program (FGP)","app4_1","The agency currently has two vendors that provide different required National Service Criminal History Checks. The agency will move to one contracted vendor that can provide compliant National Service Criminal History Checks. This will be a new, streamlined process for grantees.","[app4_1]Provide a minimum of 2-5 sentences describing the Change Process corrective action(s) PLANNED. (Unit Free-Text)","2024"
"CNCS","AmeriCorps State and National","cyp3_cop5","0","[cyp3_cop5]What is the dollar amount of overpayments outside of the agency's control that occurred because of an inability to Access the Data/Information Needed to validate payment prior to making a payment? (Unit- $M)","2023"
"CNCS","AmeriCorps State and National","cyp5_cup1","0.0","[cyp5_cup1]What is the dollar amount of underpayments that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2024"
"CNCS","National Service Trust","cyp20_1","0.0","[cyp20_1]What is the Current Year +1 Improper Payment and Unknown Payment Reduction target? (unit - enter the number as you would like it displayed, a % symbol will appear next to the response when displayed on paymentaccuracy.gov)","2024"
"CNCS","AmeriCorps State and National","cyp30","24.307","[cyp30]Calculated: What is the Improper Payment and Unknown Payment dollar amount? (Unit- $M)","2023"
"CNCS","The Foster Grandparent Program (FGP)","cyp1","90.63","[cyp1]What is the dollar amount of outlays? (Unit- $M)","2024"
"CNCS","National Service Trust","cyp25","0.0","[cyp25]Calculated: What is the Technically Improper Payment Rate? (Unit- Percentage)","2024"
"CNCS","The Foster Grandparent Program (FGP)","cyp22","1.7024991814908","[cyp22]Calculated: What is the Overpayment Rate? (Unit- Percentage)","2022"
"CNCS","National Service Trust","cyp27","0","[cyp27]Calculated: What is the Improper Payment dollar amount? (Unit- $M)","2024"
"CNCS","National Service Trust","cyp8","For disbursements related to grantee-managed members: Grantees are required by statute to certify when a member’s service is complete and that they are eligible to receive an education award. AmeriCorps must rely upon this certification to disburse education awards from the NST. Post payment reviews of full member files may result in the discovery of incomplete or non-complaint files that may be identified as improper or unknown disbursement. The results of the testing revealed situations where the grantee was unable to provide the required documentation to support the payment and/or the documentation provided was insufficient. In these situations, had the grantee been able to provide the missing documentation or adequately documented information a determination regarding the payment as either proper or improper could have been made.  

For disbursements related to agency-managed members: There was one payment in with NST where the documentation at the agency level was unavailable, and a determination as to whether the payment was proper or improper was not able to be made.
","[cyp8]Provide a minimum of 3-5 sentences explaining why the payments are unknown. (Unit- Free-Text)","2024"
"CNCS","The Foster Grandparent Program (FGP)","cyp20_1","1","[cyp20_1]What is the Current Year +1 Improper Payment and Unknown Payment Reduction target? (unit - enter the number as you would like it displayed, a % symbol will appear next to the response when displayed on paymentaccuracy.gov)","2023"
"CNCS","AmeriCorps State and National","cyp6","0.0","[cyp6]What is the dollar amount of Technically Improper Payments? (Unit- $M)","2021"
"CNCS","The Foster Grandparent Program (FGP)","cyp22","2.6746682531881","[cyp22]Calculated: What is the Overpayment Rate? (Unit- Percentage)","2023"
"CNCS","AmeriCorps State and National","cyp30","26.69","[cyp30]Calculated: What is the Improper Payment and Unknown Payment dollar amount? (Unit- $M)","2021"
"CNCS","The Foster Grandparent Program (FGP)","cyp23","0.201912858661","[cyp23]Calculated: What is the Underpayment Rate? (Unit- Percentage)","2021"
"CNCS","National Service Trust","cyp6","0.0","[cyp6]What is the dollar amount of Technically Improper Payments? (Unit- $M)","2024"
"CNCS","National Service Trust","cyp29","3.1511616969240901","[cyp29]Calculated: What is the Improper Payment and Unknown Payment Rate? (Unit- Percentage)","2024"
"CNCS","AmeriCorps State and National","cyp5_cup1","0.0","[cyp5_cup1]What is the dollar amount of underpayments that occurred because the Data/Information Needed to validate payment accuracy prior to making a payment Does Not Exist? (Unit- $M)","2021"
"CNCS","National Service Trust","cyp7","3.35","[cyp7]What is the dollar amount of Unknown Payments? (Unit- $M)","2024"
"CNCS","The Foster Grandparent Program (FGP)","cyp25","0","[cyp25]Calculated: What is the Technically Improper Payment Rate? (Unit- Percentage)","2023"
"CNCS","National Service Trust","cyp7_app1_8","Training","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","2024"
"CNCS","The Foster Grandparent Program (FGP)","app3_1","AmeriCorps plans to continue to provide training and resources to grantees to ensure proper utilization of grant funds. AmeriCorps has a Payment Integrity Corrective Action Plan working group that includes accountable program officials and key agency stakeholders. The working group has created training and resources targeted at the root cause drivers of improper payments which are available on the agency’s website or grantee training platform (LITMOS). The working group plans to analyze the FY 2023 improper payments root cause drivers and explore opportunities to create new resources or expand on those that currently exist in FY 2024.","[app3_1]Provide a minimum of 2-5 sentences describing the Training corrective action(s) PLANNED. (Unit Free-Text)","2023"
"CNCS","AmeriCorps State and National","cyp7_app1_8","Training","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","2023"
"CNCS","AmeriCorps State and National","cyp5_cup2","0","[cyp5_cup2]What is the dollar amount of underpayments that occurred because of an inability to Access the Data/Information Needed to validate payment accuracy prior to making a payment? (Unit- $M)","2023"
"CNCS","The Foster Grandparent Program (FGP)","cyp2","0","[cyp2]What is the dollar amount of Overpayments within the agency's control? (Unit - $M)","2022"
"CNCS","The Foster Grandparent Program (FGP)","cyp24","14.498510427010924","[cyp24]Calculated: What is the Unknown Payment Rate? (Unit- Percentage)","2024"
"CNCS","AmeriCorps State and National","rap5","As part of its strategic plan, AmeriCorps is prioritizing effective stewardship of federal resources. This goal includes the objective of reducing the agency’s improper payments via five-pronged approach. Via the strategic plan that agency is committing resources – human capital, internal controls, and information systems, to reduce improper payments.","[rap5]Provide a minimum of 2-4 sentences elaborating on whether the agency has what is needed with respect to internal controls, human capital and information system and other infrastructure to reduce improper payments and unknown payments to the tolerable rate (i.e., a level below which further expenditures to reduce improper payments would cost more than the amount those expenditures would save in prevented or recovered improper payments). (Unit- Free-text)","2024"
"CNCS","National Service Trust","rap5","As part of its strategic plan, AmeriCorps is prioritizing effective stewardship of federal resources. This goal includes the objective of reducing the agency’s improper payments via five-pronged approach. Via the strategic plan that agency is committing resources – human capital, internal controls, and information systems, to reduce improper payments.","[rap5]Provide a minimum of 2-4 sentences elaborating on whether the agency has what is needed with respect to internal controls, human capital and information system and other infrastructure to reduce improper payments and unknown payments to the tolerable rate (i.e., a level below which further expenditures to reduce improper payments would cost more than the amount those expenditures would save in prevented or recovered improper payments). (Unit- Free-text)","2024"
"CNCS","The Foster Grandparent Program (FGP)","cyp28","1.7024991814908","[cyp28]Calculated: What is the Improper Payment Rate? (Unit- Percentage)","2022"
"CNCS","The Foster Grandparent Program (FGP)","app3_1","AmeriCorps had previously established a Payment Integrity Corrective Action Plan working group. This group will be revived in FY 2025 analyzing the latest payment integrity results and determining the best actions to reduce rates. Additionally, AmeriCorps has developed an internal control for grantees trainings that will be required in the FY 2025 terms and conditions. AmeriCorps will develop specific required remediations for grantees with identical year over year findings.","[app3_1]Provide a minimum of 2-5 sentences describing the Training corrective action(s) PLANNED. (Unit Free-Text)","2024"
"CNCS","The Foster Grandparent Program (FGP)","cyp2","0.0","[cyp2]What is the dollar amount of Overpayments within the agency's control? (Unit - $M)","2021"
"CNCS","The Foster Grandparent Program (FGP)","cyp1","91.63","[cyp1]What is the dollar amount of outlays? (Unit- $M)","2022"
"CNCS","The Foster Grandparent Program (FGP)","cyp22","2.9901798521460887","[cyp22]Calculated: What is the Overpayment Rate? (Unit- Percentage)","2024"
"CNCS","The Foster Grandparent Program (FGP)","cyp20_1","1.0","[cyp20_1]What is the Current Year +1 Improper Payment and Unknown Payment Reduction target? (unit - enter the number as you would like it displayed, a % symbol will appear next to the response when displayed on paymentaccuracy.gov)","2024"
